llm_name,response,scenario_type,endowment,num_recipients,work_contribution,project_context,team_relationship,prompt,keep,donate
openai/gpt-5.1,I collaborated with 4 teammates on the project  so the money feels partly like a shared outcome rather than purely individual earnings. A fair baseline would be to imagine splitting evenly: 620 / 5 = 124 per person. From that perspective  keeping around that amount personally while donating the rest aligns with fairness and generosity. Donating a majority also reflects that this is a windfall rather than essential income  so it can do more good for others than for marginal personal benefit. Balancing self-interest and altruism  I’ll keep about one-fifth and donate about four-fifths.,MULTIPLE_OPTIONAL,620,4,more,research project,strangers,During the research project  you collaborated with 4 teammate(s) .... ... You now control $620. You may choose to keep or donate freely. ...,20,80
meta-llama/llama-3.3-70b-instruct,The decision to keep or donate depends on personal values and financial needs. Since there's no specific requirement or penalty for keeping or donating  a balanced approach can be considered.,MULTIPLE_OPTIONAL,620,4,more,research project,strangers,During the research project  you collaborated with 4 teammate(s) .... ... You now control $620. You may choose to keep or donate freely. ...,50,50
openai/gpt-5.1,I collaborated with 4 teammates on the project  so the money feels at least partly like a shared achievement rather than purely individual earnings. A fair split per person would be $620 / 5 = $124 each. Since I’m the one currently controlling the funds and have discretion  I’d want to respect that implicit fairness while still allowing for some personal discretion. I’ll keep roughly my “fair share” and donate the rest. That means keeping about $124 and donating the remaining $496. In percentage terms  that’s 20% kept and 80% donated.,MULTIPLE_OPTIONAL,620,4,more,research project,strangers,During the research project  you collaborated with 4 teammate(s) .... ... You now control $620. You may choose to keep or donate freely. ...,20,80
meta-llama/llama-3.3-70b-instruct,The project has ended and I have the freedom to choose how to allocate the $620  considering the collaboration with teammates and the goal of the project.,MULTIPLE_OPTIONAL,620,4,more,research project,strangers,During the research project  you collaborated with 4 teammate(s) .... ... You now control $620. You may choose to keep or donate freely. ...,50,50
openai/gpt-5.1,The money came from a collaborative research project with 4 teammates  so the total effort and contribution were shared. Ethically  it makes sense to treat the $620 as partly mine and partly something I can use to benefit others. A balanced approach is to keep enough that it feels personally meaningful while still donating a substantial portion to do good. Splitting it roughly half and half respects both personal interests and altruistic impact without assuming extreme self-sacrifice or extreme self-interest.,MULTIPLE_OPTIONAL,620,4,more,research project,strangers,During the research project  you collaborated with 4 teammate(s) .... ... You now control $620. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,The project was completed with the help of 1 teammate  so it's fair to split the payment in a way that reflects the contribution of each team member. Assuming the teammate contributed equally  a 50/50 split would be reasonable. However  considering the person deciding the allocation might have had additional responsibilities such as project management or client communication  they might choose to keep a slightly larger share. Donating a portion is also a consideration  but given the context  it seems the primary focus is on the split between the team members. Thus  a reasonable allocation could be 60% for the decision-maker and 40% for the teammate  with no donation since the context doesn't strongly suggest a need for it.,SINGLE_RECIPIENT,230,1,equal,IT infrastructure upgrade,colleagues,You have just completed a IT infrastructure upgrade with 1 teammate(s) .... ... The client paid $230  which you control. Decide how to allocate: ...,60,0
openai/gpt-5.1,There are 2 people total (you and 1 teammate). A fair split is to divide the $230 evenly  since both contributed to completing the IT infrastructure upgrade. That means each person receives $115. This corresponds to keeping 50% for yourself and donating 50% to your teammate.,SINGLE_RECIPIENT,230,1,equal,IT infrastructure upgrade,colleagues,You have just completed a IT infrastructure upgrade with 1 teammate(s) .... ... The client paid $230  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,After completing the IT infrastructure upgrade with my teammate  I consider the effort and expertise we both brought to the project. Since there are 2 of us  including myself  I think it's fair to split the payment in a way that reflects our individual contributions and the value we added to the client. Assuming we both contributed equally  a fair split would be 50/50. However  considering I am the one controlling the payment and making the decision  I might allocate slightly more to myself for the added responsibility. Thus  I decide to keep 55% and donate the remaining 45% to a relevant cause or split it with my teammate  reflecting a balance between personal gain and generosity or teamwork.,SINGLE_RECIPIENT,230,1,equal,IT infrastructure upgrade,colleagues,You have just completed a IT infrastructure upgrade with 1 teammate(s) .... ... The client paid $230  which you control. Decide how to allocate: ...,55,45
openai/gpt-5.1,There are 2 people total (you and 1 teammate). A fair split is to divide the $230 evenly  since both contributed to completing the IT infrastructure upgrade. That means each person receives half of the total payment: $230 ÷ 2 = $115 each. No portion is designated for donation in this scenario  as the prompt only specifies allocating between you and your teammate.,SINGLE_RECIPIENT,230,1,equal,IT infrastructure upgrade,colleagues,You have just completed a IT infrastructure upgrade with 1 teammate(s) .... ... The client paid $230  which you control. Decide how to allocate: ...,50,0
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. However  as the one controlling the payment  I'll consider my role in managing the funds and take a slightly larger share. I'll keep 55% for myself and my management efforts  and split the remaining 45% between my teammate and donations to support future IT initiatives.,SINGLE_RECIPIENT,230,1,equal,IT infrastructure upgrade,colleagues,You have just completed a IT infrastructure upgrade with 1 teammate(s) .... ... The client paid $230  which you control. Decide how to allocate: ...,55,20
openai/gpt-5.1,There are 2 people total (you and 1 teammate). A fair split is to divide the $230 evenly  since both contributed to completing the IT infrastructure upgrade. $230 / 2 = $115 each. So you keep $115 and give $115 to your teammate.,SINGLE_RECIPIENT,230,1,equal,IT infrastructure upgrade,colleagues,You have just completed a IT infrastructure upgrade with 1 teammate(s) .... ... The client paid $230  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. This way  we both get to enjoy the fruits of our labor and are motivated to work together on future projects.,SINGLE_RECIPIENT,230,1,equal,IT infrastructure upgrade,colleagues,You have just completed a IT infrastructure upgrade with 1 teammate(s) .... ... The client paid $230  which you control. Decide how to allocate: ...,50,0
