round,llm,llm_choice,opponent_choice,reasoning,travel_time,cumulative_time,matrix_str
3,meta-llama/llama-3.3-70b-instruct,R2,R2,Since both drivers have the same total travel time and I played Route 1 last round I will switch to Route 2 to potentially reduce travel time.,4,8,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
4,openai/gpt-5.1,R1,R1,Opponent alternated then repeated R2; best response to reduce joint time is to switch to R1.,6,16,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
4,meta-llama/llama-3.3-70b-instruct,R1,R2,Since both drivers chose Route 2 last round and the total travel time increased significantly it's likely that Route 2 is becoming congested. I will choose Route 1 to potentially avoid traffic and reduce travel time.,2,10,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
5,openai/gpt-5.1,R2,R1,We both got the best total time (2) when we split routes (R1/R2 or R2/R1) and the worst (16) when we both chose R1. My last move was R1 and yours was R1 which led to the worst outcome so I should switch to R2 to try to restore the good split pattern.,4,20,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
5,meta-llama/llama-3.3-70b-instruct,R1,R2,Since the opponent played Route 2 last round I will play Route 1 to potentially reduce travel time,2,12,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
6,openai/gpt-5.1,R1,R1,We’re in a repeated route-choice game where total travel time depends on the combination of our choices. From the history: (R1R2) → 2 (R2R1) → 6 and later 20 (R2R2) → 10 (R1R1) → 16. The pattern suggests congestion and possibly that mutual R2 is safer than mutual R1 but mismatches can be costly and volatile. After a recent bad outcome at (R2R1) with total time 20 a reasonable adaptive strategy is to switch to R1 to try to coordinate on a lower-cost asymmetric outcome (R1R2) again rather than persisting in the just-punished choice. So I choose Route 1.,6,26,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
6,meta-llama/llama-3.3-70b-instruct,R1,R1,Since the opponent has been playing Route 2 consistently I will choose Route 1 to potentially avoid traffic and reduce travel time.,6,18,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
7,openai/gpt-5.1,R1,R2,The pattern of total travel times suggests that mutual Route 1 (R1R1) yields the best combined outcome over time compared to other combinations and the opponent appears to be favoring R1 in recent rounds. To maintain coordination and minimize total travel time I will choose Route 1 again.,2,28,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
7,meta-llama/llama-3.3-70b-instruct,R2,R2,Since both drivers chose Route 1 last round and the total travel time increased significantly it's likely that Route 1 is more congested. I will choose Route 2 to potentially reduce travel time.,4,22,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
8,openai/gpt-5.1,R1,R2,The pattern of total travel times suggests that mutual Route 1 (R1R1) yields the lowest combined time and is socially optimal while Route 2 is worse when both choose it. The opponent’s behavior alternates but often returns to R1; cooperating on R1 is best for minimizing total time over repeated rounds. I will choose Route 1 again to maintain cooperation and keep total travel time low.,2,30,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
8,meta-llama/llama-3.3-70b-instruct,R1,R1,Since both drivers chose Route 2 last round it's likely that Route 2 is congested. I will choose Route 1 to potentially avoid traffic and reduce travel time.,6,28,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
9,openai/gpt-5.1,R2,R2,The pattern suggests a coordination game where matching routes (R1R1 or R2R2) tends to increase total time more than mismatching and recent mismatches (R1R2) gave smaller increments (2 each) than matches (often +6 or +4). To avoid locking into a potentially worse matching pattern and to keep exploring the lower-cost mismatch outcomes I will switch from my last choice (R1) to R2.,4,34,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
9,meta-llama/llama-3.3-70b-instruct,R2,R1,Both drivers chose the same route last round so I will switch to Route 2 to potentially reduce travel time.,4,32,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
10,openai/gpt-5.1,R1,R2,Opponent has recently favored R2 (last two rounds R2R2). When both choose R2 total time is high (10 then 34) while mismatched choices (R1/R2 or R2/R1) yield lower totals (26202830). Best response against an R2-leaning opponent is to choose R1 to avoid mutual congestion on Route 2.,2,36,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
10,meta-llama/llama-3.3-70b-instruct,R1,R2,Since both routes have been chosen equally and the total travel time is high I will choose Route 1 to try and reduce congestion on Route 2,2,34,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
1,openai/gpt-5.1,R1,R1,With no prior history and no information about the opponent choose a baseline strategy. I’ll pick Route 1 as an initial default.,6,6,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
1,meta-llama/llama-3.3-70b-instruct,R1,R2,Since there's no prior information to base the decision on I'll choose Route 1 arbitrarily to start.,2,2,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
2,openai/gpt-5.1,R2,R1,Both drivers chose Route 1 and incurred a relatively high total travel time (6). To improve payoff I should deviate and choose Route 2 hoping you stay on Route 1 so we both get a better outcome over time. I choose Route 2.,4,10,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
2,meta-llama/llama-3.3-70b-instruct,R1,R2,Since the opponent played Route 2 last round I will play Route 1 this round to potentially minimize travel time.,2,4,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
3,openai/gpt-5.1,R1,R2,Opponent seems to favor Route 1. Last round my switch to Route 2 increased total travel time from 6 to 10 indicating that unilateral deviation is worse. To minimize expected travel time and maintain coordination I should return to Route 1.,2,12,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
3,meta-llama/llama-3.3-70b-instruct,R2,R1,Since we both took the same route last time and the total travel time increased I will switch to Route 2 to potentially decrease travel time.,4,8,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
4,openai/gpt-5.1,R2,R2,The pattern suggests a coordination game where matching routes yields lower total time (R1/R1 = 6) and mismatching yields higher time (R1/R2 = 12 R2/R1 = 10). After a mismatch where I took R1 and opponent took R2 (worst outcome so far) best response is to switch to R2 anticipating the opponent may also adjust to coordinate. Choosing Route 2 aims to re-establish coordination on a single route.,4,16,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
4,meta-llama/llama-3.3-70b-instruct,R2,R2,Since the opponent played Route 1 last round I will play Route 2 to potentially avoid traffic and minimize travel time.,4,12,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
5,openai/gpt-5.1,R1,R1,Total time is minimized when both choose Route 1 (6 < 101216). My best response to any pattern is to stick with Route 1 and hope for coordination on the efficient equilibrium.,6,22,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
5,meta-llama/llama-3.3-70b-instruct,R1,R1,Since both drivers chose Route 2 last round it's likely that Route 2 is congested. I will choose Route 1 to potentially avoid traffic and reduce travel time.,6,18,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
6,openai/gpt-5.1,R1,R2,The pattern suggests that matching on Route 1 yields the lowest total time (6) while matching on Route 2 yields the highest (16) and mismatches are in between (10 12). To minimize expected travel time and encourage coordination on the efficient route I should choose Route 1 again.,2,24,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
6,meta-llama/llama-3.3-70b-instruct,R2,R1,Since both drivers chose Route 1 last round it's likely that Route 1 is congested. I will choose Route 2 to potentially avoid traffic and reduce travel time.,4,22,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
7,openai/gpt-5.1,R1,R1,When both chose R1 total time was 6 and later 22 (average 14). When mismatched (R1R2) or (R2R1) totals were 101224 (average ~15.3). When both chose R2 total was 16. So far mutual R1 is best mutual R2 is worst mismatches are in between. Last round was (R1R2) with 24 which is worse than mutual R1. To steer back toward the better outcome and signal preference for coordination on R1 choose Route 1 again.,6,30,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
7,meta-llama/llama-3.3-70b-instruct,R1,R1,Since both routes have been chosen an equal number of times and the total travel time is high I will choose Route 1 to potentially reduce congestion on Route 2,6,28,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
8,openai/gpt-5.1,R1,R1,The pattern of payoffs suggests that mutual Route 1 (R1R1) yields the lowest total travel time (6) while mutual Route 2 (R2R2) yields the highest (16) and mismatches are in between (1012). To minimize expected total travel time and encourage coordination on the efficient outcome I should continue choosing Route 1 hoping you also stick with Route 1.,6,36,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
8,meta-llama/llama-3.3-70b-instruct,R2,R1,Since both drivers chose Route 1 last round it's likely that Route 1 is more congested now. I'll choose Route 2 to potentially avoid traffic and reduce travel time.,4,32,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
9,openai/gpt-5.1,R1,R1,The opponent has recently coordinated on Route 1 several times and mutual Route 1 appears to give lower total travel time than mismatched or mutual Route 2 choices. Continuing with Route 1 is consistent and likely best.,6,42,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
9,meta-llama/llama-3.3-70b-instruct,R2,R2,Since both drivers playing the same route increases total travel time I will choose the less congested route.,4,36,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
10,openai/gpt-5.1,R1,R1,Opponent appears to favor Route 1 and mutual R1 yields lower total time than mismatches or mutual R2 so continue coordinating on Route 1.,6,48,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
10,meta-llama/llama-3.3-70b-instruct,R1,R2,Since both drivers chose Route 2 last round it's likely that Route 2 is more congested now. I'll choose Route 1 to potentially avoid traffic and reduce travel time.,2,38,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
1,openai/gpt-5.1,R1,R2,No prior rounds or pattern; choose randomly. Selecting Route 1 this round.,2,2,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
1,meta-llama/llama-3.3-70b-instruct,R1,R2,Since there's no previous data to influence the decision I'll choose Route 1 arbitrarily to start.,2,2,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
2,openai/gpt-5.1,R2,R2,Opponent chose the less congested route last round while I chose the more congested one leading to higher total time. To adapt and avoid predictable exploitation I switch to Route 2 this round.,4,6,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
2,meta-llama/llama-3.3-70b-instruct,R1,R1,Since the opponent played Route 2 last round I will play Route 1 this round to potentially minimize travel time.,6,8,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
3,openai/gpt-5.1,R1,R2,Opponent has chosen Route 2 twice in a row and the last outcome (both on R2) was bad (total time 6). To avoid repeating mutual congestion on Route 2 switch to Route 1.,2,8,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
3,meta-llama/llama-3.3-70b-instruct,R2,R1,Since both drivers chose Route 1 last round and the total travel time increased significantly it's likely that Route 1 is congested. I will choose Route 2 to potentially reduce travel time.,4,12,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
4,openai/gpt-5.1,R2,R1,Opponent has consistently chosen Route 2. My past switches between R1 and R2 have not improved total travel time and mutual use of R2 seems stable; best response is to match with Route 2.,4,12,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
4,meta-llama/llama-3.3-70b-instruct,R2,R2,Since the total travel time increased significantly when both drivers took Route 1 it's likely that Route 1 is more congested. Given that the opponent took Route 1 last round and I took Route 2 and the total travel time is still relatively low for me I will choose Route 2 again to avoid potential congestion on Route 1.,4,16,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
5,openai/gpt-5.1,R2,R1,Opponent alternates routes (R2R2R2R1) while my best response to minimize joint time is to choose the opposite of opponent’s last move. Opponent last played R1 so I choose R2.,4,16,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
5,meta-llama/llama-3.3-70b-instruct,R1,R1,Since both drivers chose Route 2 last round and the total travel time increased it's likely that Route 2 is becoming congested. I will choose Route 1 to potentially avoid traffic and reduce travel time.,6,22,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
6,openai/gpt-5.1,R1,R2,Opponent has recently switched to R1 while I was on R2 and total travel time has been increasing (12 then 16). To try to reduce congestion and improve total time I should switch to the other route from my last choice i.e. choose Route 1.,2,18,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
6,meta-llama/llama-3.3-70b-instruct,R2,R1,Since both drivers chose Route 1 last round and the total travel time increased it's likely that Route 1 is more congested. I will choose Route 2 to potentially reduce travel time.,4,26,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
7,openai/gpt-5.1,R2,R2,Opponent seems to alternate after mismatches and stick after matches; my best response to their last R2 (after my R1) is to switch to R2 to try to coordinate on the same route and reduce total time.,4,22,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
7,meta-llama/llama-3.3-70b-instruct,R2,R1,Since the opponent played Route 1 last round I will play Route 2 to potentially avoid congestion.,4,30,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
8,openai/gpt-5.1,R2,R2,The opponent alternates between R1 and R2 regardless of my move: sequence of opponent moves is R2 R2 R2 R1 R1 R2 R2. My own moves have been R1R2R1R2R2R1R2. There is no clear payoff structure but a simple best response to an alternating or somewhat predictable opponent is to stick with one route to stabilize outcomes. Given the recent pattern and no evidence that switching helps I will stay with Route 2.,4,26,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
8,meta-llama/llama-3.3-70b-instruct,R2,R1,Since both drivers playing the same route results in higher total travel time I will choose the less congested route which is Route 2 as the opponent played Route 1 last round.,4,34,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
9,openai/gpt-5.1,R1,R2,Opponent has recently favored Route 2 and mutual R2 appears to be worse (higher total time) than mismatched routes. Switching to Route 1 increases the chance of a mismatch and potentially lower total time and may also induce the opponent to adjust. I choose Route 1.,2,28,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
9,meta-llama/llama-3.3-70b-instruct,R2,R2,Since the opponent has been playing Route 1 consistently in the last rounds I will choose Route 2 to potentially avoid traffic and reduce travel time.,4,38,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
10,openai/gpt-5.1,R1,R1,Opponent has played R2 in most recent rounds; alternating hasn’t stabilized or reduced total time and mutual R2 seems common. Best response to frequent R2 is to choose R1 to avoid both being on the same congested route again.,6,34,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
10,meta-llama/llama-3.3-70b-instruct,R1,R1,Since both drivers played Route 2 last round and the total travel time increased it's likely that Route 2 is more congested. I will choose Route 1 to potentially reduce travel time.,6,44,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
1,openai/gpt-5.1,R1,R1,No prior history or incentive structure given so I choose a route arbitrarily and will be able to adapt in later rounds if needed.,6,6,R1R1:6:6; R1R2:2:4; R2R1:4:2; R2R2:4:4
